subject,relation,object,source
Bong Joon Ho,sell,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon Ho's,open,PARASITE,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,Parasite,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon Ho's,become,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
COVID,expect,year,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Welland,Welland,Ontario,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Galuppo,Galuppo,Mia,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon Ho's,release,Palme d'Or Winner,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Davis,Davis,Rebecca,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon-ho's,winner,Palme d'Or Winner,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon-ho,join,Curzon Mayfair,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Wednesday 3 February,chart,6.00pm,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,double,North American,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Mantilla,Mantilla,Ryan Louis,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bolling,Bolling,Gaius,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Five Years,return,Oscars,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Chitwood,Chitwood,Adam,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oscar,join,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Squires,Squires,John,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon Ho's,join,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Sharf,Sharf,Zack,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,join,Criterion,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Alexander,Julia,Julia,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Best Picture,stream,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oscar,release,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Cooper,Cooper,Freda,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Netflix,add,one,https://en.wikipedia.org/wiki/Parasite_(2019_film)
United Kingdom,Kingdom,British Film Institute,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Neon,set,U.S.,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,Parasite,2019,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Pierce Conran,Conran,3 January 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Korean Theaters Sell 227 Million,sell,Record Year,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,D'Alessandro,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Joker $,update,2nd Weekend,https://en.wikipedia.org/wiki/Parasite_(2019_film)
"D'Alessandro, Anthony",D'Alessandro,20 October 2019,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Maleficent: Mistress Of Evil,steal,36M+,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Synonyms,debut,Kanye West's,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Brueggemann,Brueggemann,Tom,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Amazon,top,Honey Boy,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Waves,make,Amazon,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Harriet,reap,Jojo Rabbit,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Uncut Gems,drop,A Hidden Life,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Birds Of Prey,go,$33M+,https://en.wikipedia.org/wiki/Parasite_(2019_film)
'Sonic The Hedgehog,ring,57,https://en.wikipedia.org/wiki/Parasite_(2019_film)
KBS News,News,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Grater,Grater,10 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
UK,expand,Opening Weekend,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Grater,Grater,13 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
UK,partner,Curzon,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Tartaglione,Tartaglione,Nancy,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Sonic The Hedgehog,flap,$43,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Sonic,see,$57M,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Broede Carmody,Carmody,Karl Quinn,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,take,second,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Park Chang-young,young,Lee Ha-yeon,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oscar,gross,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Dietz,Jason,Jason,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Scott,O.,4 October 2019,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Ebiri,May,Bilge,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon-ho's,be,Parasite Is a Nerve-Racking,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Calhoun,Calhoun,Dave,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Kiang,Kiang,Jessica,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Rivera,Rivera,Joshua,https://en.wikipedia.org/wiki/Parasite_(2019_film)
10,reason,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Wood,Wood,Michael,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Michael Wood,LRB,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
42,3,3,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Dowd,Dowd,10 October 2019,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,be,Bong Joon Ho's,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Kohn,Kohn,Eric,https://en.wikipedia.org/wiki/Parasite_(2019_film)
2019,Poll,Over 300,https://en.wikipedia.org/wiki/Parasite_(2019_film)
101,screenplay,the 21st Century,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Pedersen,Pedersen,Erik,https://en.wikipedia.org/wiki/Parasite_(2019_film)
101 Greatest Screenplays Of The 21st Century,screenplay,Writers Guild's,https://en.wikipedia.org/wiki/Parasite_(2019_film)
100,movie,the 21st Century,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Mumford,Mumford,Gwilym,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Cannes 2019,win,Bong Joon-ho's,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,winner,Palme d'Or,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,do,SAG Awards,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,open,SAG,https://en.wikipedia.org/wiki/Parasite_(2019_film)
BAFTA Awards: ',Awards,1917,https://en.wikipedia.org/wiki/Parasite_(2019_film)
The Parasite,Parasite,British Academy Foreign Language Film Awards,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Yonhap News Agency,Agency,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
3 February 2020,retrieve,Naver,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Kim,Kim,Hye-Ju,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Selected Results of Korean Films for International Feature Films,제92회,92nd,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oscars: South Korea,winner,Palme d'Or Winner,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,earn,six,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,everything,Oscar,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Lee,Lee,14 January 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Violet Kim,Kim,4 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
The Filmmakers Behind In the Absence on What,filmmaker,Americans,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bright,Bright,Charles,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Dan Schindel,Schindel,10 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite's Historic Wins,win,92nd,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Lee,Lee,Jae-lim,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,scoop,five,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Forstadt,Forstadt,Jillian,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oscars: Read,read,Bong Joon Ho's,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Martin Scorsese's,everything,Killers of the Flower Moon So Far,https://en.wikipedia.org/wiki/Parasite_(2019_film)
1,[,27 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Libbey,Libbey,Dirk,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon Ho,thank,Martin Scorsese,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Chang,Chang,Justin,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oscars,be,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
101,screenplay,The 21st Century,https://en.wikipedia.org/wiki/Parasite_(2019_film)
American,say,the Best Picture Oscar,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Kit,Borys,Borys,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,series,HBO,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Ford,Ford,Rebecca,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon Ho,say,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Sneider,Sneider,Jeff,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Exclusive: Mark Ruffalo Eyed,eye,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Liu,Liu,Marian,https://en.wikipedia.org/wiki/Parasite_(2019_film)
HBO,raise,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Hullender,Hullender,Tatiana,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Tilda Swinton,Cast,HBO,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Malkin,Malkin,Marc,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bong Joon-ho,tell,Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Deadline Hollywood,Hollywood,Twitter,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Jeon Ji,Ji,Lee Sang-heon,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,기생충,the Tourist Hallyu Base,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Maeil Business Newspaper,Newspaper,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Jeong Ha,Ha,12 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Goyang City,create,Goyang Aqua Special Photography Studio,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Tournews21,Tournews21,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Bae Bae Hyun,Hyun,14 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Hankyoreh,Hankyoreh,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Sisa Weekly,Weekly,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Parasite,영화,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Consumer Wide,Wide,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Dong-A Ilbo,Ilbo,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Ha Hye-,Hye,19 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
JTBC,JTBC,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Hyunjong Kim,Kim,18 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Hankook Ilbo,Ilbo,Korean,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Lee Blessed,Blessed,18 February 2020,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Nongshim,make,Ram-Don,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Australia,link,New Zealand,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Interstellar,be,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
Matthew McConaughey,feature,Anne Hathaway,https://en.wikipedia.org/wiki/Interstellar_(film)
Jonathan,have,2007,https://en.wikipedia.org/wiki/Interstellar_(film)
Kip Thorne,be,The Science of Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
Hoyte van Hoytema,shoot,35 mm,https://en.wikipedia.org/wiki/Interstellar_(film)
late 2013,begin,Alberta,https://en.wikipedia.org/wiki/Interstellar_(film)
Interstellar,use,DNEG,https://en.wikipedia.org/wiki/Interstellar_(film)
Interstellar,premier,the TCL Chinese Theatre,https://en.wikipedia.org/wiki/Interstellar_(film)
$681 million,be,$773.8 million,https://en.wikipedia.org/wiki/Interstellar_(film)
Interstellar,nominate,five,https://en.wikipedia.org/wiki/Interstellar_(film)
Joseph Cooper,work,NASA,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,reprimand,Murph,https://en.wikipedia.org/wiki/Interstellar_(film)
two,discover,Murph,https://en.wikipedia.org/wiki/Interstellar_(film)
NASA,translate,John Brand,https://en.wikipedia.org/wiki/Interstellar_(film)
48 years earlier,explain,Saturn,https://en.wikipedia.org/wiki/Interstellar_(film)
Lazarus,travel,three,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,enlist,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
Brand,continue,Earth,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,accept,Murph,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,traverse,TARS,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,use,Doyle,https://en.wikipedia.org/wiki/Interstellar_(film)
Miller,kill,Doyle,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,discover,Brand,https://en.wikipedia.org/wiki/Interstellar_(film)
only one,decide,two,https://en.wikipedia.org/wiki/Interstellar_(film)
Earth,receive,Cooper,https://en.wikipedia.org/wiki/Interstellar_(film)
Murph,be,Brand,https://en.wikipedia.org/wiki/Interstellar_(film)
Brand,confess,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
Mann,attempt,Cooper,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,steal,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
Mann,rescue,Romilly,https://en.wikipedia.org/wiki/Interstellar_(film)
Mann,kill,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,resort,Brand,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,jettison,TARS,https://en.wikipedia.org/wiki/Interstellar_(film)
Gargantua,eject,Murph,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,deduce,Murph,https://en.wikipedia.org/wiki/Interstellar_(film)
second,use,Murph,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,wake,Saturn,https://en.wikipedia.org/wiki/Interstellar_(film)
Murph,reunite,Brand,https://en.wikipedia.org/wiki/Interstellar_(film)
Cooper,take,Brand,https://en.wikipedia.org/wiki/Interstellar_(film)
Matthew McConaughey,McConaughey,"Joseph ""Coop"" Cooper,[b",https://en.wikipedia.org/wiki/Interstellar_(film)
Anne Hathaway,be,Amelia Brand,https://en.wikipedia.org/wiki/Interstellar_(film)
Jessica Chastain,become,"Murphy ""Murph"" Cooper",https://en.wikipedia.org/wiki/Interstellar_(film)
Ellen Burstyn,Burstyn,Murph,https://en.wikipedia.org/wiki/Interstellar_(film)
Interstellar,conceive,Lynda Obst,https://en.wikipedia.org/wiki/Interstellar_(film)
two,conceive,Thorne,https://en.wikipedia.org/wiki/Interstellar_(film)
June 2006,begin,Spielberg,https://en.wikipedia.org/wiki/Interstellar_(film)
March 2007,hire,Jonathan Nolan,https://en.wikipedia.org/wiki/Interstellar_(film)
Spielberg,need,DreamWorks Pictures,https://en.wikipedia.org/wiki/Interstellar_(film)
Jonathan Nolan,recommend,Christopher,https://en.wikipedia.org/wiki/Interstellar_(film)
Christopher Nolan,meet,Thorne,https://en.wikipedia.org/wiki/Interstellar_(film)
January 2013,announce,Paramount,https://en.wikipedia.org/wiki/Interstellar_(film)
the following March,confirm,Nolan,https://en.wikipedia.org/wiki/Interstellar_(film)
The Hollywood Reporter,say,Nolan,https://en.wikipedia.org/wiki/Interstellar_(film)
Nolan,visit,NASA,https://en.wikipedia.org/wiki/Interstellar_(film)
Warner Bros.,agree,Paramount,https://en.wikipedia.org/wiki/Interstellar_(film)
August 2013,finalize,Legendary Pictures,https://en.wikipedia.org/wiki/Interstellar_(film)
eight-year,agree,Warner Bros.,https://en.wikipedia.org/wiki/Interstellar_(film)
Space Shuttle,be,NASA,https://en.wikipedia.org/wiki/Interstellar_(film)
Jeff Jensen,say,Entertainment Weekly,https://en.wikipedia.org/wiki/Interstellar_(film)
Christopher,work,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
Christopher,be,LIGO,https://en.wikipedia.org/wiki/Interstellar_(film)
Jonathan,keep,the first hour,https://en.wikipedia.org/wiki/Interstellar_(film)
the Dust Bowl,inspire,the United States,https://en.wikipedia.org/wiki/Interstellar_(film)
2012,contact,The Dust Bowl,https://en.wikipedia.org/wiki/Interstellar_(film)
Matthew McConaughey,become,2012,https://en.wikipedia.org/wiki/Interstellar_(film)
Nolan,go,McConaughey,https://en.wikipedia.org/wiki/Interstellar_(film)
Anne Hathaway,invite,Nolan,https://en.wikipedia.org/wiki/Interstellar_(film)
Jessica Chastain,contact,Julie,https://en.wikipedia.org/wiki/Interstellar_(film)
Matt Damon,cast,Mann,https://en.wikipedia.org/wiki/Interstellar_(film)
Hoyte van Hoytema,retire,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
IMAX,use,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
Van Hoytema,retool,IMAX,https://en.wikipedia.org/wiki/Interstellar_(film)
Nolan,strive,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
The Wall Street Journal,state,Ben Fritz,https://en.wikipedia.org/wiki/Interstellar_(film)
one,film,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
Alberta,include,Nanton,https://en.wikipedia.org/wiki/Interstellar_(film)
Okotoks,take,the Seaman Stadium,https://en.wikipedia.org/wiki/Interstellar_(film)
Nathan Crowley,plant,500 acres,https://en.wikipedia.org/wiki/Interstellar_(film)
McConaughey,shoot,Fort Macleod,https://en.wikipedia.org/wiki/Interstellar_(film)
"September 9, 2013",last,hundreds,https://en.wikipedia.org/wiki/Interstellar_(film)
"about 10,000 pounds",transport,"4,500 kg).[18",https://en.wikipedia.org/wiki/Interstellar_(film)
two weeks,spend,about 350,https://en.wikipedia.org/wiki/Interstellar_(film)
Iceland,suffer,Hathaway,https://en.wikipedia.org/wiki/Interstellar_(film)
Iceland,shoot,Los Angeles,https://en.wikipedia.org/wiki/Interstellar_(film)
Westin Bonaventure Hotel and Suites,include,the Los Angeles Convention Center,https://en.wikipedia.org/wiki/Interstellar_(film)
$165 million,have,$10 million,https://en.wikipedia.org/wiki/Interstellar_(film)
three,feature,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
Endurance,be,12,https://en.wikipedia.org/wiki/Interstellar_(film)
Nathan Crowley,be,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
Crowley,compare,Russian,https://en.wikipedia.org/wiki/Interstellar_(film)
two,feature,CASE,https://en.wikipedia.org/wiki/Interstellar_(film)
Nolan,want,1.5 m,https://en.wikipedia.org/wiki/Interstellar_(film)
four,get,three,https://en.wikipedia.org/wiki/Interstellar_(film)
Bill Irwin,voice,Josh Stewart,https://en.wikipedia.org/wiki/Interstellar_(film)
O'Neill,resemble,Gerard K. O'Neill,https://en.wikipedia.org/wiki/Interstellar_(film)
Nolan,return,The Dark Knight Trilogy,https://en.wikipedia.org/wiki/Interstellar_(film)
Nolan,choose,Zimmer,https://en.wikipedia.org/wiki/Interstellar_(film)
Zimmer,be,Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
Zimmer,decide,Nolan,https://en.wikipedia.org/wiki/Interstellar_(film)
Zimmer,conduct,45,https://en.wikipedia.org/wiki/Interstellar_(film)
DNEG,bring,Inception,https://en.wikipedia.org/wiki/Interstellar_(film)
Paul Franklin,be,Nolan,https://en.wikipedia.org/wiki/Interstellar_(film)
Interstellar,create,first,https://en.wikipedia.org/wiki/Interstellar_(film)
850,contain,5600,https://en.wikipedia.org/wiki/Interstellar_(film)
620,create,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
1/15th,span,Endurance,https://en.wikipedia.org/wiki/Interstellar_(film)
Ranger,span,Lander,https://en.wikipedia.org/wiki/Interstellar_(film)
six,attach,VistaVision,https://en.wikipedia.org/wiki/Interstellar_(film)
New Deal Studio's,use,150,https://en.wikipedia.org/wiki/Interstellar_(film)
Andrei Tarkovsky's,influence,Mirror,https://en.wikipedia.org/wiki/Interstellar_(film)
Steven Spielberg's,seek,Jaws,https://en.wikipedia.org/wiki/Interstellar_(film)
